NHSTID,DIVA_NR,Y_KOORD,X_KOORD,CHSTNAME,CNAME,VTYP,HSTTYP,HAFAS_PRIO,LINKTEXT,ZONEN,SYMB_CODE,SYMB_TEXT,LINIEN,E,N
8591343,2326,,,"Zürich, Ueberlandpark",Zürich,Tram,&nbsp;,2,,110,5,Tram,"7,9",2684932,1251178
8591444,3045,,,"Zürich, Zürichbergstrasse",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"6,N6",2684993,1248153
8590631,992,,,"Glattbrugg, Zentrum",Glattbrugg,Bus,&nbsp;,0,,121,2,Bus,"762,768,N10",2685031,1254247
8591087,3445,,,"Zürich, Bircher-Benner",Zürich,Bus,&nbsp;,0,,110,2,Bus,751,2685050,1247821
8591180,1138,,,"Zürich, Hedwigsteig",Zürich,"Bus,Tram",&nbsp;,2,,110,3,Bus Tram,"11,N11",2685092,1246119
8591113,708,,,"Zürich, Dreispitz",Zürich,Bus,&nbsp;,0,,110,2,Bus,"61,62,N12",2685173,1251721
8576201,418,,,"Zollikon, Bahnübergang",Zollikon,Bus,&nbsp;,0,,140,2,Bus,"912,916,N91",2685196,1244508
8591421,2815,,,"Zürich, Waldhaus Dolder",Zürich,Zahnradbahn,&nbsp;,0,,110,6,Bergbahn,25,2685332,1247542
8591429,2879,,,"Zürich, Wetlistrasse",Zürich,"Bus,S-Bahn,Tram",<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,110,7,Bahn Bus Tram,"11,N11,SN18",2685364,1246093
8503100,13003,,,Zollikon,Zollikon,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,140,1,Bahn,"S16,S6,SN7",2685458,1243599
8591221,1362,,,"Zürich, Kapfstrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"31,N71,N74",2685557,1246207
8591188,1179,,,"Zürich, Herzogenmühlestrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"62,75,N12",2685596,1251364
8590696,6458,,,"Kloten, Obstgartenstrasse",Kloten,,&nbsp;,0,,,99,,,2685884,1256238
8510013,6923,,,"Zollikon, Niederhofenrain",Zollikon,Bus,&nbsp;,0,,110,2,Bus,"77,99",2685976,1244726
8573234,1235,,,"Kloten, Hohrainli",Kloten,Bus,&nbsp;,0,,121,2,Bus,"732,734,N52,N54",2686195,1257210
8502207,12390,,,Sihlbrugg,Sihlbrugg Station,,&nbsp;,0,,,99,,,2686209,1232572
8576187,53,,,"Zollikon, Allmend",Zollikon,Bus,&nbsp;,0,,140,2,Bus,"910,N99",2686484,1244199
8591438,3773,,,"Zürich, Buchzelgstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,91,2686621,1246003
8576027,1003,,,"Männedorf, Glärnischstrasse",Männedorf,Bus,&nbsp;,0,,142,2,Bus,"925,940",2695668,1234394
8580874,1470,,,"Uster, Krämeracker",Uster,Bus,&nbsp;,0,,131,2,Bus,"817,N81",2695751,1245316
8587689,3654,,,"Männedorf, Sonnenfeld",Männedorf,Bus,&nbsp;,0,,142,2,Bus,925,2696013,1233705
8503168,1390,,,"Riedikon, Chis/Naturstation",Riedikon,Bus,&nbsp;,0,,131,2,Bus,"842,N84",2696111,1242499
8503669,2061,,,Richterswil (See),Richterswil,,&nbsp;,0,,153,99,,,2696122,1229467
8587859,3699,,,"Uster, Loren",Uster,Bus,&nbsp;,0,,131,2,Bus,725,2696167,1246023
8503376,1857,,,Ottikon b. Kemptthal,Ottikon b Kemptthal,Bus,&nbsp;,0,,122,2,Bus,655,2696403,1254617
8577521,6340,,,"Wollerau, Hafen",Wollerau,,&nbsp;,0,,181,99,,,2696464,1228648
8576095,3129,,,"Uster, Stadtpark",Uster,Bus,&nbsp;,0,,131,2,Bus,813,2696495,1244930
8503294,12072,,,Riedmatt SZ,Wollerau,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,181,1,Bahn,S40,2696502,1228096
8575923,1408,,,"Illnau, Kirche",Illnau,Bus,&nbsp;,0,,122,2,Bus,652,2696504,1252315
8573818,7068,,,"Schindellegi, Kirche",Schindellegi,,&nbsp;,0,,181,99,,,2696522,1225635
8588339,6339,,,"Wollerau, Chüngentobel",Wollerau,,&nbsp;,0,,181,99,,,2696687,1228487
8573817,6392,,,"Schindellegi, Schulhaus",Schindellegi,,&nbsp;,0,,,99,,,2696725,1225750
8577517,6406,,,"Wollerau, Felsenrain",Wollerau,,&nbsp;,0,,181,99,,,2696753,1227491
8503165,1069,,,"Oetwil am See, Gusch",Oetwil am See,Bus,&nbsp;,0,,143,2,Bus,"842,N84",2696834,1237073
8503186,2711,,,"Stäfa, Uelikon",Stäfa,Bus,&nbsp;,0,,143,2,Bus,N92,2696877,1233932
8588532,6251,,,"Mönchaltorf, Huebstock",Mönchaltorf,Bus,&nbsp;,0,,142,2,Bus,"842,N84",2696955,1240172
8594339,6787,,,"Illnau, Dorfplatz",Illnau,Bus,&nbsp;,0,,122,2,Bus,"640,N62",2697009,1251533
8575973,1432,,,"Stäfa, Kniebreche",Stäfa,Bus,&nbsp;,0,,143,2,Bus,950,2697216,1234184
8587948,1638,,,"Stäfa, Metzg",Stäfa,Bus,&nbsp;,0,,143,2,Bus,950,2697486,1233504
8588050,524,,,"Uster, Bordacker",Uster,Bus,&nbsp;,0,,131,2,Bus,"812,N81",2697517,1245366
8587949,2963,,,"Stäfa, Wässerwies",Stäfa,Bus,&nbsp;,0,,143,2,Bus,950,2697596,1233277
8573811,6368,,,"Feusisberg, Kreuzstrasse",Feusisberg,Bus,&nbsp;,0,,181,2,Bus,N29,2697650,1226525
8588059,2851,,,"Uster, Weidli",Uster,Bus,&nbsp;,0,,131,2,Bus,"818,N81",2697657,1245716
8587857,3630,,,"Kyburg, Ausserdorf",Kyburg,Bus,&nbsp;,0,,122,2,Bus,655,2698385,1256783
8594295,6745,,,"Feusisberg, First",Feusisberg,Bus,&nbsp;,0,,181,2,Bus,"188,N29",2698616,1227321
8510191,7080,,,"Fehraltorf, Grundstrasse",Fehraltorf,Bus,&nbsp;,0,,135,2,Bus,832,2699359,1249236
8592292,3735,,,"Freienbach, Seeberg",Freienbach,Bus,&nbsp;,0,,181,2,Bus,189,2699376,1229209
8576059,1662,,,"Uerikon, Moritzberg",Uerikon,Bus,&nbsp;,0,,143,2,Bus,"951,955,N95",2699378,1232809
8503267,469,,,"Bertschikon b. G., Dorf",Bertschikon b Gossau,Bus,&nbsp;,0,,132,2,Bus,845,2699709,1241886
8575975,2097,,,"Uerikon, Ritterhaus",Uerikon,Bus,&nbsp;,0,,143,2,Bus,"952,N95",2699839,1232402
8503666,2714,,,Uerikon (See),Uerikon,,&nbsp;,0,,143,99,,,2699920,1232230
8595395,6803,,,"Aathal, Bahnhof",Aathal,,&nbsp;,0,,,99,,,2700355,1243598
8592298,3731,,,"Pfäffikon SZ, Roggenacker",Pfäffikon SZ,,&nbsp;,0,,181,99,,,2700380,1228240
8503356,1465,,,"Hombrechtikon, Krone",Hombrechtikon,Bus,&nbsp;,0,,133,2,Bus,"880,955,N95",2700508,1234198
8592297,5043,,,"Pfäffikon SZ, Hofmatt",Pfäffikon SZ,Bus,&nbsp;,0,,181,2,Bus,"188,N29",2701190,1228450
8587422,1104,,,"Wetzikon ZH, Haldenstrasse",Wetzikon ZH,Bus,&nbsp;,0,,132,2,Bus,"852,N87",2701785,1242720
8575970,3168,,,"Feldbach, Viadukt",Feldbach,Bus,&nbsp;,0,,133,2,Bus,"970,N95",2702047,1232996
8503552,450,,,"Pfäffikon ZH, Berg",Pfäffikon ZH,Bus,&nbsp;,0,,135,2,Bus,"833,N72",2702523,1247938
8575996,2432,,,"Wetzikon ZH, Spital",Wetzikon ZH,Bus,&nbsp;,0,,132,2,Bus,"857,858,859,N88",2703051,1242160
8587988,3258,,,"Ottikon (Gossau), Hellberg",Ottikon b Gossau,Bus,&nbsp;,0,,132,2,Bus,883,2703322,1238998
8506006,12121,,,Rämismühle-Zell,Zell ZH,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,170,1,Bahn,"S11,S26",2704144,1255442
8503112,11380,,,Kempraten,Kempraten,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,180,1,Bahn,"S16,S7",2704150,1232863
8576077,1380,,,"Kempraten, Bahnhof",Kempraten,Bus,&nbsp;,0,,180,2,Bus,"885,994",2704391,1232873
8591740,6018,,,"Jona, Spitzenwies",Jona,Bus,&nbsp;,0,,180,2,Bus,994,2704453,1233554
8576102,560,,,"Bubikon, Bahnhof",Bubikon,Bus,&nbsp;,0,,133,2,Bus,"880,882,883",2704723,1236452
8503354,442,,,"Kempraten, Belsito",Kempraten,Bus,&nbsp;,0,,180,2,Bus,"885,994",2704811,1232985
8581691,6281,,,"Schalchen, altes Schulhaus",Wildberg,Bus,&nbsp;,0,,135,2,Bus,833,2704885,1251647
8503120,11347,,,Jona,Jona,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,180,1,Bahn,"S14,S15,S5,SN5",2705704,1231958
8503130,11209,,,Hinwil,Hinwil,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,133,1,Bahn,"S14,S3",2705954,1239732
8503113,14013,,,Blumenau,Rapperswil SG,,&nbsp;,0,,180,99,,,2706307,1231259
8573636,2905,,,"Wila, Bahnhof",Wila,Bus,&nbsp;,0,,171,2,Bus,"807,833,N68,N82",2706382,1252843
8591744,3508,,,"Jona, Tägernau",Jona,Bus,&nbsp;,0,,180,2,Bus,993,2706462,1232544
8503355,2764,,,"Rüti ZH, Unterwiesstrasse",Rüti ZH,Bus,&nbsp;,0,,134,2,Bus,"885,888",2706506,1234817
8578531,6352,,,"Jona, Jona-Center",Jona,,&nbsp;,0,,180,99,,,2706744,1231981
8575985,1765,,,"Bäretswil, Oberdorf",Bäretswil,Bus,&nbsp;,0,,172,2,Bus,"850,851,N87",2707089,1243356
8503121,12137,,,Rüti ZH,Rüti ZH,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,134,1,Bahn,"S14,S15,S26,S5,SN5",2707163,1235358
8503220,13743,,,Lachen SZ,Lachen SZ,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,,1,Bahn,"S2,S25,S8,SN8",2707200,1227500
8578563,2853,,,"Rüti ZH, Weier",Rüti ZH,Bus,&nbsp;,0,,134,2,Bus,888,2708117,1234605
8576048,3170,,,"Hinwil, Langmatt",Hinwil,Bus,&nbsp;,0,,133,2,Bus,875,2708260,1240587
8576073,539,,,"Dürnten, Breitenmattstrasse",Dürnten,Bus,&nbsp;,0,,134,2,Bus,"882,N88",2708359,1237294
8503365,986,,,"Hinwil, Girenbad",Hinwil,Bus,&nbsp;,0,,133,2,Bus,875,2708371,1240838
8590508,1099,,,"Brüttisellen, Haldenbrücke",Brüttisellen,Bus,&nbsp;,0,,121,2,Bus,"796,N78",2690004,1252684
8590711,2506,,,"Maiacher, Station",Zumikon,,&nbsp;,0,,140,99,,,2690189,1242606
8590596,1527,,,"Ebmatingen, Leeacherstrasse",Ebmatingen,Bus,&nbsp;,0,,121,2,Bus,"701,744,910,N71",2690341,1245568
8590502,2736,,,"Au ZH, Unter Ort",Au ZH,Bus,&nbsp;,0,,152,2,Bus,121,2690344,1233723
8595520,6912,,,"Wädenswil, Hintere Rüti Ost",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,"122,126,128,131,150,E,N28",2690670,1232282
8503661,1629,,,Meilen (See),Meilen,,&nbsp;,0,,141,99,,,2690924,1235867
8573572,623,,,"Wädenswil, Chalchtaren",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,"128,150,N28",2691024,1231744
8590609,1723,,,"Fällanden, Neuhus",Fällanden,Bus,&nbsp;,0,,121,2,Bus,743,2691129,1247108
8595267,6882,,,"Nürensdorf, Zentrum",Nürensdorf,Bus,&nbsp;,0,,122,2,Bus,"658,660,769,N66,N70,N78",2691223,1255802
8596115,7017,,,"Schönenberg ZH, Dorfhuus",Schönenberg ZH,Bus,&nbsp;,0,,153,2,Bus,"150,160,N28",2691354,1227593
8573571,1836,,,"Wädenswil, Oedischwend",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,"128,150,N28",2691536,1231318
8588014,55,,,"Meilen, Allmend",Meilen,Bus,&nbsp;,0,,141,2,Bus,"922,N92",2691536,1236270
8573580,2941,,,"Schönenberg ZH, Wolfbühl",Schönenberg ZH,Bus,&nbsp;,0,,153,2,Bus,"160,N28",2691981,1226625
8590494,1036,,,"Au ZH, Grundstein",Au ZH,Bus,&nbsp;,0,,152,2,Bus,"122,N28",2692080,1233075
8590718,6658,,,"Meilen, Schulhaus Obermeilen",Meilen,Bus,&nbsp;,0,,141,2,Bus,"923,N92",2692131,1235935
8576173,3164,,,"Breite b. N., Winterthurerstr.",Breite,Bus,&nbsp;,0,,122,2,Bus,"656,658,659,769",2692174,1257475
8503865,2365,,,"Hütten, Segel",Hütten,Bus,&nbsp;,0,,153,2,Bus,"160,N28",2692227,1226344
8590495,1074,,,"Au ZH, Gwad",Au ZH,Bus,&nbsp;,0,,152,2,Bus,"122,N28",2692291,1232782
8502954,2640,,,"Schönenberg ZH, Tanne",Schönenberg ZH,Bus,&nbsp;,0,,153,2,Bus,"150,160,N28",2692550,1228691
8590872,2663,,,"Wädenswil, Tiefenhofstrasse",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,"121,122,N28",2692671,1232461
8590859,910,,,"Wädenswil, Frohmatt",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,127,2692688,1231700
8576139,1321,,,"Volketswil, In der Höh",Volketswil,Bus,&nbsp;,0,,121,2,Bus,"720,725,N72",2692858,1248999
8503797,2155,,,"Wädenswil, Sandhof",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,"150,160",2693228,1230555
8573576,2301,,,"Wädenswil, Schwanen",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,"123,127,128,150",2693293,1231707
8530648,1023,,,Greifensee (See),Greifensee,,&nbsp;,0,,,99,,,2693401,1246701
8503072,12509,,,Neuhaus bei Hinteregg,Neuhaus b Hinteregg,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,142,1,Bahn,"S18,SN18",2693408,1240947
8576128,1279,,,"Volketswil, Hölzliwisen",Volketswil,Bus,&nbsp;,0,,121,2,Bus,"721,726",2693621,1248459
8590858,900,,,"Wädenswil, Forschungsanstalt",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,"123,126,150,N28",2693625,1230815
8503670,2959,,,Wädenswil (See),Wädenswil,,&nbsp;,0,,152,99,,,2693662,1231775
8575909,2778,,,"Effretikon, Vogelbuckstrasse",Effretikon,Bus,&nbsp;,0,,122,2,Bus,"655,662",2693909,1254496
8576120,6166,,,"Samstagern, Im Walder",Samstagern,Bus,&nbsp;,0,,153,2,Bus,"170,N29",2694000,1227815
8595510,6911,,,"Wädenswil, Campus Rothus",Wädenswil,Bus,&nbsp;,0,,152,2,Bus,129,2694001,1231177
8576124,2782,,,"Samstagern, Drei Eichen",Samstagern,Bus,&nbsp;,0,,153,2,Bus,"170,N29",2694076,1227534
8575919,2981,,,"Effretikon, Zentrum",Effretikon,Bus,&nbsp;,0,,122,2,Bus,"650,652,655,657,658,659,662,N62",2694141,1253735
8576119,6165,,,"Samstagern, Sagenbach",Samstagern,Bus,&nbsp;,0,,153,2,Bus,"170,N29",2694206,1228104
8576135,1656,,,"Effretikon, Moosburg",Effretikon,Bus,&nbsp;,0,,122,2,Bus,720,2694550,1253015
8575920,1691,,,"Effretikon, Müselacher",Effretikon,Bus,&nbsp;,0,,122,2,Bus,"652,N62",2694906,1253904
8575943,3165,,,"Grafstal, Oberdorf",Grafstal,Bus,&nbsp;,0,,122,2,Bus,"657,N70",2694975,1255504
8587717,3689,,,Adlikon bei Andelfingen,Adlikon bei Andelfingen,Bus,&nbsp;,0,,161,2,Bus,"612,N60,N65",2694333,1270964
8590938,814,,,"Winterthur, Fachschule",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"7,N7",2694527,1261907
8590993,2246,,,"Winterthur, Schlossberg",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"7,N7",2694664,1261716
8590996,2310,,,"Winterthur, Schwimmbad Töss",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"5,N66",2695565,1260109
8503705,670,,,"Hettlingen, Dorf",Hettlingen,Bus,&nbsp;,0,,160,2,Bus,"671,676,677,679,N58",2695644,1267003
8581701,2383,,,"Winterthur, Rosenberg",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"3,674,N3,N63",2696593,1263884
8506899,2929,,,"Winterthur, Hauptbahnhof",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"1,10,2,22,3,5,670,671,674,676,680,7,EV,N1,N2,N3,N58,N59,N63,N64,N67,N68,N7",2696823,1261790
8574236,3583,,,"Seuzach, Gemeindehaus",Seuzach,Bus,&nbsp;,0,,160,2,Bus,612,2697216,1265881
8581537,3700,,,"Dägerlen, Berg",Dägerlen,Bus,&nbsp;,0,,160,2,Bus,"676,N58",2697425,1268926
8576304,6120,,,Gütighausen,Gütighausen,Bus,&nbsp;,0,,160,2,Bus,"612,N58",2697483,1271558
8580458,974,,,"Winterthur, Gewerbeschule",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"2,22,3,5,7,N2,N3,N68",2697495,1261613
8591018,2994,,,"Winterthur, Zeughaus",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"12,4",2697563,1261250
8580461,2235,,,"Winterthur, Fotozentrum",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"2,22,N2",2697839,1261350
8590982,1860,,,"Winterthur, Palmstrasse",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"1,N1",2697867,1261907
8590949,1055,,,"Winterthur, Grüzenstrasse",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"3,5,7,N3",2698403,1261648
8590935,1325,,,"Winterthur, Eishalle",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"3,5,7,N3,N67,N7",2698630,1261444
8576298,2870,,,"Dinhard, Bahnhof/Welsikon",Welsikon,Bus,&nbsp;,0,,160,2,Bus,"612,N61",2698895,1267839
8591005,2588,,,"Winterthur, Strahlegg",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"3,N3",2699187,1261120
8506505,7173,,,"Winterthur, Im Link",Winterthur,,&nbsp;,0,,,99,,,2699351,1262005
8590980,2822,,,"Winterthur, Oberwinterthur",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"1,N1",2699370,1264221
8590937,809,,,"Winterthur, Etzberg",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"3,N3",2699524,1260939
8573201,6118,,,"Oberneunforn, Dorf",Oberneunforn,Bus,&nbsp;,0,,162,2,Bus,"605,N65",2699848,1273721
8580263,2245,,,"Winterthur, Schlossacker",Winterthur,Bus,&nbsp;,0,,120,2,Bus,680,2700078,1262678
8587551,3581,,,"Dinhard, Gemeindehaus",Dinhard,Bus,&nbsp;,0,,160,2,Bus,"612,N61",2700096,1268008
8574474,3582,,,"Dinhard, Grüt",Dinhard,Bus,&nbsp;,0,,160,2,Bus,"612,N61",2700406,1268945
8516218,14014,,,Winterthur Hegi,Winterthur,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,120,1,Bahn,"S12,S35",2700427,1262102
8591003,2579,,,"Winterthur, Stocken",Winterthur,Bus,&nbsp;,0,,120,2,Bus,"3,N3",2700444,1260048
8576228,434,,,"Wiesendangen, Baumschulstrasse",Wiesendangen,Bus,&nbsp;,0,,163,2,Bus,"610,611,N67",2701385,1264300
8573665,495,,,"Winterthur, Binzenloo",Winterthur,Bus,&nbsp;,0,,120,2,Bus,9,2701623,1258821
8576230,691,,,"Wiesendangen, Dorf",Wiesendangen,Bus,&nbsp;,0,,163,2,Bus,"610,611,N67",2701799,1264257
8511684,7160,,,"Elgg, Torweiher",Elgg,Bus,&nbsp;,0,,164,2,Bus,"680,682",2707849,1260732
8502494,7025,,,"Hagenbuch ZH, Hagenstal",Hagenbuch ZH,Bus,&nbsp;,0,,164,2,Bus,681,2708957,1262436
8506865,1929,,,"Hagenbuch ZH, Dorf",Hagenbuch ZH,Bus,&nbsp;,0,,164,2,Bus,681,2709267,1264371
8506859,7026,,,"Hagenbuch ZH, Egghof",Hagenbuch ZH,Bus,&nbsp;,0,,164,2,Bus,681,2709673,1263179
8573280,2231,,,"Bauma, Schindlet",Bauma,Bus,&nbsp;,0,,172,2,Bus,809,2710026,1248408
8503221,13745,,,Siebnen-Wangen,Wangen SZ,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,,1,Bahn,"S2,S25,S8",2710800,1226800
8578558,6228,,,"Eschenbach SG, Lettengasse",Eschenbach SG,,&nbsp;,0,,,99,,,2711190,1233370
8573599,960,,,"Wald ZH, Gemeindehaus",Wald ZH,Bus,&nbsp;,0,,134,2,Bus,"854,892,893,N85",2711663,1237126
8587936,980,,,"Gibswil, Bahnhof",Gibswil-Ried,Bus,&nbsp;,0,,173,2,Bus,"854,N85",2711668,1241384
8573527,6147,,,"Bichelsee, Dorf",Bichelsee,Bus,&nbsp;,0,,,2,Bus,806,2711884,1256305
8587935,3606,,,"Fischenthal, Schmittenbach",Fischenthal,Bus,&nbsp;,0,,173,2,Bus,"854,N85",2712663,1244776
8587321,2318,,,"Schöfflisdorf-O'weningen, Bhf.",Schöfflisdorf,Bus,&nbsp;,0,,117,2,Bus,555,2673360,1261268
8572590,2845,,,"Weiach, Alter Bahnhof",Weiach,Bus,&nbsp;,0,,118,2,Bus,"510,515,N50",2674276,1268540
8510941,7181,,,"Hedingen, Zwillikerstrasse",Hedingen,,&nbsp;,0,,155,99,,,2676274,1239067
8590803,2798,,,"Schlieren, Wagonsfabrik",Schlieren,"Bus,Tram",&nbsp;,2,,154,3,Bus Tram,"2,20,N17",2676664,1250239
8582723,6652,,,"Affoltern a.A., Blitzgbach",Affoltern am Albis,Bus,&nbsp;,0,,156,2,Bus,200,2676745,1237649
8590755,3471,,,"Regensdorf, Moosächer",Regensdorf,Bus,&nbsp;,0,,111,2,Bus,452,2676795,1254836
8580268,12,,,"Affoltern a.A., Bezirksspital",Affoltern am Albis,Bus,&nbsp;,0,,156,2,Bus,"225,N24",2677082,1237137
8574684,3253,,,"Uitikon, Halde",Uitikon,Bus,&nbsp;,0,,154,2,Bus,201,2677103,1246970
8502225,11637,,,Mettmenstetten,Mettmenstetten,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,156,1,Bahn,"S5,SN5",2677119,1233060
8590791,935,,,"Schlieren, Gasometerbrücke",Schlieren,"Bus,Tram",&nbsp;,2,,154,3,Bus Tram,"2,20,N17",2677128,1250158
8583613,6907,,,"Waldegg, Leuen",Waldegg bei Uitikon,Bus,&nbsp;,0,,154,2,Bus,"220,N9",2677129,1246273
8590757,6007,,,"Regensdorf, Pumpwerkstrasse",Regensdorf,Bus,&nbsp;,0,,111,2,Bus,456,2677213,1255540
8503709,1991,,,"Waldegg, Post",Waldegg bei Uitikon,Bus,&nbsp;,0,,154,2,Bus,"201,215,245,N9",2677329,1246879
8574739,3297,,,"Waldegg, Katholische Kirche",Waldegg bei Uitikon,Bus,&nbsp;,0,,154,2,Bus,"201,235,236",2677346,1246500
8503055,12532,,,Uitikon Waldegg,Waldegg bei Uitikon,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,154,1,Bahn,S10,2677578,1246647
8503693,1149,,,"Wettswil a.A., Heidenchilen",Wettswil am Albis,Bus,&nbsp;,0,,155,2,Bus,"220,221,229,N23",2677692,1244360
8576244,1830,,,"Regensdorf, Obstgarten",Regensdorf,Bus,&nbsp;,0,,111,2,Bus,"451,452,485,492",2677745,1253658
8576252,1102,,,"Watt, Haldensteig",Watt,Bus,&nbsp;,0,,111,2,Bus,451,2677857,1255871
8574780,3231,,,"Ringlikon, Dorf",Ringlikon,Bus,&nbsp;,0,,154,2,Bus,201,2677902,1245794
8579453,6106,,,"Wettswil a.A., Heissächerstr.",Wettswil am Albis,Bus,&nbsp;,0,,155,2,Bus,221,2678251,1243941
8579443,6105,,,"Wettswil a.A., Eggächer",Wettswil am Albis,Bus,&nbsp;,0,,155,2,Bus,221,2678420,1243774
8503056,12516,,,Ringlikon,Ringlikon,S-Bahn,<IMG SRC="../gisbrowser/_img/ZVV/HstTyp4.gif" ALT="S-Bahn Haltestelle">,4,,154,1,Bahn,S10,2678485,1245997
8591345,2276,,,"Zürich, Schulhaus Buchlern",Zürich,Bus,&nbsp;,0,,110,2,Bus,"35,67,78,N1",2678525,1248724
8591320,3122,,,"Zürich, Riedhofstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"485,89",2678564,1251533
8576241,1156,,,"Zürich, Heizenholz",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"46,89,N4",2678883,1251795
8591037,3705,,,"Zürich, Albisriederdörfli",Zürich,Bus,&nbsp;,0,,110,2,Bus,"67,80,N8",2679041,1247691
8591056,3022,,,"Zürich, Bahnhof Altstetten",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"20,31,35,485,78,80,83,89,N1,N12,N17,N8",2679256,1249450
8591358,2364,,,"Zürich, Segantinistrasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"46,N4",2679352,1251268
8591197,1231,,,"Zürich, Hohenklingensteig",Zürich,Bus,&nbsp;,0,,110,2,Bus,"304,80,89,N8",2679379,1250590
8591070,427,,,"Zürich, Baslerstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,"83,89,N12",2679393,1249191
8503690,2472,,,"Stallikon, Dorf",Stallikon,Bus,&nbsp;,0,,155,2,Bus,"227,235,236,N23",2679467,1242343
8583053,6791,,,"Stallikon, Langfuren",Stallikon,Bus,&nbsp;,0,,155,2,Bus,"227,235,236,N23",2679495,1241918
8583047,6786,,,"Aeugst a.A., Grossacher",Aeugst am Albis,Bus,&nbsp;,0,,151,2,Bus,"225,235,N24",2679652,1235557
8583855,6952,,,"Rifferswil, Hausmatte",Rifferswil,Bus,&nbsp;,0,,151,2,Bus,223,2679732,1233588
8591431,2899,,,"Zürich, Wieslergasse",Zürich,"Bus,Trolleybus",&nbsp;,0,,110,2,Bus,"38,46,N4",2679809,1250898
8591223,3138,,,"Zürich, Kappenbühlweg",Zürich,Bus,&nbsp;,0,,110,2,Bus,38,2679983,1250778
8591441,2998,,,"Zürich, Zielweg",Zürich,Bus,&nbsp;,0,,110,2,Bus,73,2680000,1245870
8591203,1252,,,"Zürich, Hubertus",Zürich,"Bus,Tram,Trolleybus",&nbsp;,2,,110,3,Bus Tram,"3,33,83,89,N12,N3,N9",2680087,1247937
8591243,1503,,,"Zürich, Langgrütstrasse",Zürich,Bus,&nbsp;,0,,110,2,Bus,67,2680240,1247532
